,STATE,DISTRICT,COLLEGE NAME,ADDRESS
407,MAHARASHTRA,SOLAPUR,BHAGWANT INSTITUTE OF TECHNOLOGY,"GAT NUMBER  1239/4/2,1240/4/2,1242/2, BARSHI,"
408,MAHARASHTRA,RAIGAD,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,"PILLAI'S HOCL EDUCATIONAL CAMPUS, RASAYANI, KHALAPUR, VIA PANVEL, RAIGAD"
409,MAHARASHTRA,PUNE,"GENBA SOPANRAO MOZE TRUST'S PARVATIBAI GENBA MOZE COLLEGE OF ENGINEERING,WAGHOLI, PUNE","GAT NO. 2181, WAGHOLI, TAL. HAVELI, DIST. PUNE"
410,MAHARASHTRA,GONDIA,MANOHARBHAI PATEL INSTITUTE OF ENGINEERING & TECHNOLOGY,"KUDWA, GONDIA 441614 (M.S.)"
411,MAHARASHTRA,MUMBAI CITY,USHA MITTAL INSTITUTE OF TECHNOLOGY,"S.N.D.T WOMEN'S UNIVERSITY, SIR VITHAL DAS VIHAR, SANTACRUZ(W), MUMBAI"
412,MAHARASHTRA,AHMEDNAGAR,VIDYA NIKETAN COLLEGE OF ENGINEERING,"GAT NO. 670, VIDYANAGARI, PUNE- NASHIK ROAD, AT POST- BOTA, TAL-SANGAMNER, DIST- AHMEDNAGAR"
413,MAHARASHTRA,WARDHA,SHRI SHANKARPRASAD AGNIHOTRI COLLEGE OF ENGINEERING,AGNIHOTRI COLLEGE CAMPUS BAPUJI WADI SINDI MEGHE WARDHA
414,MAHARASHTRA,PUNE,"VIDYA PRATISHTHANS KAMALNAYAN BAJAJ INSTITUTE OF ENGINEERING & TECHNOLOGY, BARAMATI","VIDYANAGARI, MIDC (RESI. ZONE), BARAMATI, DIST. PUNE - 413133, MAHARASHTRA STATE, INDIA"
415,MAHARASHTRA,AHMEDNAGAR,SANIVANI RURAL EDUCATION SOCIETY'S SANJIVANI COLLEGE OF ENGINEERING,AT: SAHAJANANDNAGAR POST- SHINGNAPUR TAL:-KOPARGAON DIST: AHMEDANAGR-423 603
416,MAHARASHTRA,WARDHA,DATTA MEGHE INSTITUTE OF ENGINEERING TECHNOLOGY AND RESEARCH,SAWANGI (MEGHE) WARDHA- 442004
417,MAHARASHTRA,PUNE,JAYAWANT SHIKSHAN PRASARAK MANDAL'S IMPERIAL COLLEGE OF ENGINEERING AND RESEARCH,"GAT NO- 720 (1 AND 2) PUNE-NAGAR ROAD, AT POST-WAGHOLI,TALUKA-HAVELI ,DISTRICT-PUNE, PIN-412207"
418,MAHARASHTRA,KOLHAPUR,SANJEEVAN ENGINEERING & TECHNOLOGY INSTITUTE,"SANJEEVAN KNOWLEDGE CITY, SOMWAR PETH, TAL. PANHALA, DIST. KOLHAPUR. PIN 416201"
419,MAHARASHTRA,THANE,B.R. HARNE COLLEGE OF ENGINEERING & TECHNOLOGY,"SURVEY NO. 110/1A, 111/1,, 111/2B, 126/2, VILLAGE - KARAV, NEAR VANGANI STATION, TAH. AMBARNATH, DIST. THANE."
420,MAHARASHTRA,OSMANABAD,SHRI TULJABHAVANI COLLEGE OF ENGINEERING,NALDURG ROAD TULJAPUR - 413 601 DIST- OSMANABAD [MAHARASHTRA STATE]
421,MAHARASHTRA,PUNE,ARMY INSTITUTE OF TECHNOLOGY,"PUNE-ALANDI ROAD, DIGHI HILLS, PUNE 411015"
422,MAHARASHTRA,NASHIK,"JAWAHAR EDUCATION SOCIETY'S INSTITUTE OF TECHNOLOGY, MANAGEMENT AND RESEARCH NASHIK","SURVE NO. 48, GOWARDHAN, GANAGPUR ROAD NASHIK."
423,MAHARASHTRA,SOLAPUR,"NAGESH KARAJAGI ORCHID COLLEGE OF ENGINEERING AND TECHNOLOGY, SOLAPUR.","POST BOX NO. 154, GUT NO. 16, SOLAPUR-TULJAPUR ROAD, TALE HIPPARAGA, SOLAPUR. TAHSIL- NORTH SOLAPUR, DIST. SOLAPUR. PIN CODE- 413 002. MAHARASHTRA"
424,MAHARASHTRA,JALGAON,"SHRI GULABRAO DEOKAR COLLEGE OF ENGINEERING, JALGAON","GAT(SURVEY) NO.56, P.B. NO.113, SHIRSOLI ROAD, JALGAON"
425,MAHARASHTRA,NASHIK,KALYANI CHARITABLE TRUST'S LATE G.N.SAPKAL COLLEGE OF ENGINEERING,"SAPKAL KNOWLEDGE HUB,KALYANI HILLS, ANJANERI-WADHOLI,TAL.TRIMBAKESHWAR,DIST.NASHIK (M.S.) PIN-422 212"
426,MAHARASHTRA,SANGLI,"SHIVGANGA CHARITABLE TRUST, SANGLI'S VISHVESHWARYA TECHNICAL CAMPUS, FACULTY OF DEGREE ENGINEERING,","AT / POST- PATGAON, MIRAJ-PANDHARPUR ROAD,"
427,MAHARASHTRA,NASHIK,NASHIK DISTRICT MARATHA VIDYA PRASARAK SAMAJ'S KARMAVEER BABURAO GANPATRAO THAKARE COLLEGE OF ENGIN,"UDOJI MARATHA BOARDING CAMPUS, NEAR PUMPING STATION, GANGAPUR ROAD, NASHIK-422013, MAHARASHTRA"
428,MAHARASHTRA,AKOLA,COLLEGE OF ENGINEERING & TECHNOLOGY,"N.H.NO 6, BABHULGAON, AKOLA"
429,MAHARASHTRA,OSMANABAD,"K.T.PATIL COLLEGE OF ENGINEEGING & TECHNOLOGY , OSMANABAD","JADHAVWADI ROAD ,OSMANABAD"
430,MAHARASHTRA,NAGPUR,RAJIV GANDHI COLLEGE OF ENGINEERING AND RESEARCH,"WANADONGRI, HINGNA ROAD, NAGPUR"
431,MAHARASHTRA,NANDED,SHRI GURU GOBIND SINGHJI INSTITUTE OF ENGINEERING AND TECHNOLOGY,VISHNUPURI
432,MAHARASHTRA,BEED,ADITYA ENGINEERING COLLEGE,TELGAON ROAD BEED
433,MAHARASHTRA,AMRAVATI,"DR.RAJENDRA GODE INSTITUTE OF TECHNOLOGY AND RESEARCH,AMRAVATI","UNIVERSITY MARDI ROAD, OPP.HEART HOSPITAL,AMRAVATI"
434,MAHARASHTRA,AURANGABAD,MARATHWADA INSTITUTE OF TECHNOLOGY,"BEED BYPASS, AURANGABAD"
435,MAHARASHTRA,NAGPUR,NUVA COLLEGE OF ENGINEERING & TECHNOLOGY,"NAGPUR KATOL HIGHWAY, KHAPRI (KOTHE), TAH. KALMESHWAR, DIST. NAGPUR"
436,MAHARASHTRA,KOLHAPUR,SHRI BALASAHEB MANE SHIKSHAN PRASARAK MANDAL'S ASHOKRAO MANE GROUP OF INSTITUTIONS,"NH4, PUNE-BENGALURU HIGHWAY, VATHAR TARF VADGAON"
437,MAHARASHTRA,PUNE,D. Y. PATIL SCHOOL OF ENGINEERING ACADEMY,"SR. NO. 124 & 126, A/P AMBI, TALEGAON DABHADE, TQ. MAVAL, DIST. PUNE"
438,MAHARASHTRA,SATARA,"SATARA COLLEGE OF ENGINEERING & MANAGEMENT LIMB,SATARA","SURVEY NO. 989KA1/990, NH4, A/P-LIMB, T/D- SATARA"
439,MAHARASHTRA,NASHIK,MET'S INSTITUTE OF ENGINEERING,"BHUJBAL KNOWLEDGE CITY, ADGAON"
440,MAHARASHTRA,PUNE,KEYSTONE SCHOOL OF ENGINEERING,"SR. NO. 305/7, 306, 307/5 & 308/21 URULI DEVACHI, PUNE - 412308"
441,MAHARASHTRA,WASHIM,PRATAP INSTITUTE OF MANAGEMENT AND TECHNOLOGY,"MOUJA WALKI ( JAHANGIR ), RISOD ROAD"
442,MAHARASHTRA,PUNE,JAIHIND COLLEGE OF ENGINEERING,"G. NO. 441, KURAN, TAL. JUNNAR, DIST. PUNE"
443,MAHARASHTRA,RAIGAD,DR BABASAHEB AMBEDKAR TECHNOLOGICAL UNIVERSITY LONERE,DR BABASAHEB AMBEDKAR TECHNOLOGICAL UNIVERSITY LONERE
444,MAHARASHTRA,PUNE,DR. D. Y. PATIL INSTITUTE OF TECHNOLOGY.,"OPPOSITE HINDUSTAN ANTIBIOTICS FACTORY, SANT TUKARAM NAGAR, PIMPRI, PUNE. (MAHARASHTRA) PIN-411018"
445,MAHARASHTRA,MUMBAI SUBURBAN,ANJUMAN-I-ISLAM'S KALSEKAR TECHNICAL CAMPUS,"PLOT NOS. 2 & 3, SECTOR 16, KHANDAGAON, NEAR THANA NAKA"
446,MAHARASHTRA,MUMBAI CITY,BHARATIYA VIDYA BHAVANS SARDAR PATEL INSTITUTE OF TECHNOLOGY,"BHAVANS CAMPUS, MUNSHI NAGAR, ANDHERI WEST MUMBAI"
447,MAHARASHTRA,NAGPUR,"PRIYADARSHINI INSTITUTE OF ENGINEERING AND TECHNOLOGY,NAGPUR.","KHASRA NO 1/1 A, 1909/12C NEAR CRPF CAMPUS , MOUZA SHIVANGAON, NAGPUR"
448,MAHARASHTRA,RAIGAD,"KONKAN GYANPEETH COLLEGE OF ENGINEERING, KARJAT","VENGAON ROAD, DAHIVALI, TALUKA - KARJAT, DISTRICT - RAIGAD, MAHARASHTRA (INDIA) PIN - 410201"
449,MAHARASHTRA,NAGPUR,"G. H. RAISONI COLLEGE OF ENGINEERING, NAGPUR.","CRPF GATE NO.3, DIGDOH HILLS, MIDC AREA, HINGNA ROAD, NAGPUR"
450,MAHARASHTRA,YAVATMAL,DR. BHAUSAHEB NANDURKAR COLLEGE OF ENGG.,SHRI SATYA SAI KRIDA NAGARI WAGHAPUR ROAD YAVATMAL-445001.
451,MAHARASHTRA,OSMANABAD,V. J. SHINDE COLLEGE OF ENGINEERING,"GAT NO. 738, WARUDA ROAD, OSMANABAD."
452,MAHARASHTRA,HINGOLI,KHURANA SAWANT INSTITUTE OF ENGINEERING & TECHNOLOGY,"BALSOND, HINGOLI TQ. & DIST. HINGOLI-431513 (M.S.)"
453,MAHARASHTRA,THANE,VISHWATMAK OM GURUDEV COLLEGE OF ENGINEERING,"AATGAON ,TANSA - AGHAI ROAD,"
454,MAHARASHTRA,RATNAGIRI,VPM'S MAHARSHI PARSHURAM COLLEGE OF ENGINEERING,"AT.POST. VELNESHWAR, HEDVAI - PALSHET ROAD"
455,MAHARASHTRA,RAIGAD,G V ACHARYA INSTITUTE OF ENGINEERING AND TECHNOLOGY,"VERACHARYA TECHNICAL EDUCATION CAMPUS, OPP. SHELU SUBURBAN RAILWAY STATION, SHELU/DAMAT,"
456,MAHARASHTRA,MUMBAI CITY,ANJUMAN-I-ISLAM'S M. H. SABOO SIDDIK COLLEGE OF ENGINEERING,"8, SABOO SIDDIK POLYTECHNIC ROAD, BYCULLA, MUMBAI"
457,MAHARASHTRA,NASHIK,"MATOSHRI COLLEGE OF ENGINEERING & RESEARCH CENTRE, NASHIK","EKLAHARE, NEAR ODHA GAON, AURANGABAD HIGHWAY,"
458,MAHARASHTRA,PUNE,INDIRA COLLEGE OF ENGINEERING & MANAGEMENT,"SR. NO. 64 AND 65, GAT NO. 276, AT POST PARANDWADI, TAL- MAVAL, DIST- PUNE. 410506"
459,MAHARASHTRA,SATARA,ARVIND GAVALI COLLEGE OF ENGINEERING,"GAT NO. 247, PANMALEWADI, POST - VARYE,"
460,MAHARASHTRA,SOLAPUR,BHARAT RATNA INDIRA GANDHI COLLEGE OF ENGINEERING,"GAT NO 58/3, PUNE- SOLAPUR NATIONAL HIGHWAY NO. 9, NEAR SOLAPUR UNIVERSITY, KEGAON, SOLAPUR."
461,MAHARASHTRA,PUNE,G.H.RAISONI COLLEGE OF ENGINEERING & MANAGEMENT,"GAT NO.1200, DOMKHEL ROAD, WAGHOLI, PUNE - 412 207"
462,MAHARASHTRA,BEED,M B E SOCIETY'S COLLEGE OF ENGINEERING AMBAJOGAI,"MOREWADI, NEAR YESHWANTRAO CHAVAN CIRCLE, AMBAJOGAI, TQ:AMBAJOGAI, DIST: BEED (MS)-431517"
463,MAHARASHTRA,CHANDRAPUR,BALLARPUR INSTITUTE OF TECHNOLOGY,"MAUJA BAHMNI,RAJURA ROAD, TEHSIL BALLARPUR, DISTICT CHANDRAPUR."
464,MAHARASHTRA,AMRAVATI,PROF RAM MEGHE COLLEGE OF ENGINEERING & MANAGEMENT,"NEW EXPRESS HIGHWAY, BADNERA-AMRAVATI"
465,MAHARASHTRA,JALGAON,J.T. MAHAJAN COLLEGE OF ENGINEERING,"JIVRAMNAGAR, NHAVI-MARG, MSSK, FAIZPUR, TEHSIL - YAWAL, DISTRICT - JALGAON"
466,MAHARASHTRA,AURANGABAD,AURANGABAD COLLEGE OF ENGINEERING,"GAT NO 52, TULJAPUR SHIVAR,"
467,MAHARASHTRA,NAGPUR,GURU NANAK INSTITUTE OF ENGNEERING & TECHNOLOGY,"KHASARA NO 95, MOUZA DAHEGAON, NAGPUR"
468,MAHARASHTRA,AHMEDNAGAR,SHRI CHHATRAPATI SHIVAJI MAHARAJ COLLEGE OF ENGINEERING,"SURVEY NO. 162 & 163, NAGAR KALYAN ROAD,"
469,MAHARASHTRA,JALNA,"MATSYODARI SHIKSHAN SANSTHA'S COLLEGE OF ENGINEERING AND TECHNOLOGY, JALNA","AURANGABAD ROAD, NAGEWADI"
470,MAHARASHTRA,NAGPUR,TULSIRAMJI GAIKWAD-PATIL COLLEGE OF ENGINEERING AND TECHNOLOGY,"KHASARA NO. 8/1, P.S.K. 74, MOHGAON, WARDHA ROAD, NAGPUR"
471,MAHARASHTRA,AKOLA,BHONSLA COLLEGE OF ENGINEERING & REASEARCH,"SURVEY NO. 65, MOUZA - HINGNA BARLINGNA, AKOLA-WASHIM HIGHWAY, TAH. & DIST. AKOLA. (M.S)"
472,MAHARASHTRA,JALGAON,GODAVARI COLLEGE OF ENGINEERING,"PLOT NO. P-51, ADDL MIDC, BHUSAWAL ROAD, DR. ULHAS PATIL NAGAR,"
473,MAHARASHTRA,NAGPUR,G. H. RAISONI INSTITUTE OF ENGINEERING & TECHNOLOGY,"37-39/1, SHRADHA PARK, HARIGANGA, HINGANA - WADI LINK ROAD, NAGPUR-16"
474,MAHARASHTRA,PUNE,"ALL INDIA SHRI SHIVAJI MEMORIAL SOCIETY'S COLLEGE OF ENGINEERING, PUNE-1","KENNEDY ROAD, NEAR RTO, PUNE-411001."
475,MAHARASHTRA,PUNE,COLLEGE OF MILITARY ENGINEERING,"DAPODI, PUNE, MAHARASHTRA STATE"
476,MAHARASHTRA,NASHIK,SF'S SANDIP INSTITUTE OF TECHNOLOGY AND RESEARCH CENTRE,"TRIMBAK ROAD, MAHIRAVANI, NASHIK - 422213, MAHARASHTRA"
477,MAHARASHTRA,PUNE,"MODERN EDUCATION SOCIETY'S COLLEGE OF ENGINEERING, PUNE","WADIA COLLEGE CAMPUS, 19 LATE PRIN V K JOAG PATH, PUNE 411 001"
478,MAHARASHTRA,NASHIK,"SND COLLEGE OF ENGINEERING & RESEARCH CENTER, BABHULGAON",A/P BABHULGAON TAL. YEOLA DIST. NASHIK STATE MAHARASHTRA PIN CODE-423401
479,MAHARASHTRA,PUNE,SUMAN RAMESH TULSIANI TECHNICAL CAMPUS- FACULTY OF ENGINEERING,"GAT NO. 81,82,91,92,94,97,99,101,102 & 106(PART)"
480,MAHARASHTRA,NAGPUR,"S B JAIN INSTITUTE OF TECHNOLOGY, MANAGEMENT AND RESEARCH","BEHIND ASARAM BAPU ASHRAM, GRAM -YERALA, KATOL ROAD, NAGPUR"
481,MAHARASHTRA,PUNE,NBN SINHGAD TECHNICAL INSTITUTES CAMPUS,"10/1 AMBEGAON (BK), TALUKA HAVELI, DIST. PUNE 411041"
482,MAHARASHTRA,THANE,THEEM COLLEGE OF ENGINEERING,"AT VILLAGE BETEGAON, CHILLHAR RAOD, N.H.NO.8,NEAR UNION PARK BOISAR(E) TAL - PALGHAR DIST - THANE"
483,MAHARASHTRA,KOLHAPUR,KITS COLLEGE OF ENGINEERING,"AT POST- GOKUL SHIRGAON, TAL- KARVEER, DIST. KOLHPAUR."
484,MAHARASHTRA,AURANGABAD,EVEREST EDUCATIONAL SOCIETYS GROUP OF INSTITUTIONS,"GUT NO. 187 & 189 OHAR, JATWADA ROAD AURANGABAD"
485,MAHARASHTRA,LATUR,M.S BIDVE ENGINEERING COLLEGE,"P.O BOX NO. 112, VASWADI, BARSHI ROAD, LATUR-413531"
486,MAHARASHTRA,SATARA,YASHODA TECHNICAL CAMPUS SATARA,"S. N. 242/1 AT POST - WADHE, TAL DIST - SATARA"
487,MAHARASHTRA,DHULE,SANJAY EDUCATION SOCIETY'S COLLEGE OF ENGINEERING,"A/P - NAVALNAGAR, TAL & DIST - DHULE, PIN -424318"
488,MAHARASHTRA,MUMBAI SUBURBAN,SHRI VILE PARLE KELAVANI MANDAL'S DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,"PLOT U/15, BHAKTIVEDANTA SWAMI MARG, J. V. P. D. SCHEME, VILE PARLE (WEST), MUMBAI 400 046"
489,MAHARASHTRA,AHMEDNAGAR,ADSUL'S TECHNICAL CAMPUS,"AT-CHAS, CHAS-NIMBLAK BYPASS ROAD, AHMEDNAGAR"
490,MAHARASHTRA,NAGPUR,"DR. BABASAHEB AMBEDKAR COLLEGE OF ENGINEERING AND RESEARCH,","WANADONGRI, HINGNA ROAD, NAGPUR."
491,MAHARASHTRA,JALGAON,KHANDESH COLLEGE EDUCATION SOCIETY'S COLLEGE OF ENGINEERING & INFORMATION TECHNOLOGY,"CS NO- 7480 /7323 BEHIND DIC , OFF NH-6"
492,MAHARASHTRA,RAIGAD,G. M. VEDAK INSTITUTE OF TECHNOLOGY,"AT POST AND TALUKA TALA, DIST RAIGAD, MAHARASHTRA"
493,MAHARASHTRA,PUNE,VISHWAKARMA INSTITUTE OF INFORMATION TECHNOLOGY,"SURVEY NO. 3/4, KONDHWA (BUDRUK) PUNE -411048"
494,MAHARASHTRA,PUNE,NUTAN MAHARASHTRA INSTITUTE OF ENGINEERING & TECHNOLOGY,"""VISHNUPURI, TALEGAON STATION, TAL : MAVAL, DIST : PUNE - 410507"
495,MAHARASHTRA,THANE,NEW HORIZON INSTITUTE OF TECHNOLOGY & MANAGEMENT,"ANAND NAGAR, KAVESAR, OFF GHODBANDAR ROAD, THANE (WEST) 400615"
496,MAHARASHTRA,KOLHAPUR,"DEPARTMENT OF TECHNOLOGY, SHIVAJI UNIVERSITY, KOLHAPUR","VIDYANAR, KOLHAPUR (MAHARASHTRA STATE)"
497,MAHARASHTRA,LATUR,"BALAGHAT ENGINEERING COLLEGE,RUDDHA","LATUR - NANDED HIGHWAY, RUDHA, AHMEDPUR, TALUKA - AHMEDPUR,DIST-LATUR (M.S.)"
498,MAHARASHTRA,PUNE,FLORA INSTITUTE OF TECHNOLOGY,"SR. NO.-49, VILLAGE - KHOPI, TAL - BHOR, DIST - PUNE"
499,MAHARASHTRA,SOLAPUR,FABTECH TECHNICAL CAMPUS - COLLEGE OF ENGINEERING AND RESEARCH,"PANDHARPUR ROAD, GAT NO. 565/1, SANGOLA, TALUKA - SANGOLA,"
500,MAHARASHTRA,THANE,IDEAL INSTITUTE OF TECHNOLOGY,"GUT NO. 40, PIMPLAJ ROAD, VILLAGE -POSHERI, TALUKA -WADA, DIST-THANA."
501,MAHARASHTRA,RAIGAD,YADAVRAO TASGAONKAR INSTITUTE OF ENGNEERING AND TECHNOLOGY,"VILLAGE,CHANDHI,NEAR BHIVPURI ROAD STATION,KARJAT,RAIGAD,PIN 410201"
502,MAHARASHTRA,PUNE,SHRI CHHATRAPATI SHIVAJIRAJE COLLEGE OF ENGINEERING,"S.NO. 237, DHANGWADI, TAL. BHOR, DIST. PUNE"
503,MAHARASHTRA,NAGPUR,VIDARBHA INSTITUTE OF TECHNOLOGY,"VIDARBHA INSTITUTE OF TECHNOLOGY, MOUZA: UTI(BHIVAPUR),UMRER ROAD, NAGPUR"
504,MAHARASHTRA,THANE,SHIVAJIRAO S JONDHALE COLLEGE OF ENGINEERING,"BEHND VENKATESH PETROL PUMP, SONARPADA, DOMBIVLI EAST, TAL- KALYAN, DIST-THANE, PIN-421 204."
505,MAHARASHTRA,BULDHANA,PANKAJ LADDHAD INSTITUTE OF TECHNOLOGY AND MANAGEMENT STUDIES,"CHIKHLI ROAD, YELGAON, BULDANA"
506,MAHARASHTRA,NAGPUR,GOVINDRAO WANJARI COLLEGE OF ENGINEERING & TECHNOLOGY,"148-149, SALAI GODHANI, NEAR CHIKNA VILLAGE, HUDKESHWAR ROAD, NAGPUR"
507,MAHARASHTRA,BULDHANA,RAJARSHI SHAHU COLLEGE OF ENGINEERING,"NEAR PALNA GHAR, SHAHU NAGAR, SAGWAN, BULDANA"
508,MAHARASHTRA,NAGPUR,"ITM COLLEGE OF ENGINEERING, NAGPUR","KHASRA NO.180, GHORPAD (SHIRPUR), TAL-KAMPTEE, DIST-NAGPUR, MAHARASHTRA"
509,MAHARASHTRA,NAGPUR,J D COLLEGE OF ENGINEERING AND MANAGEMENT,"AT:KHANDALA , POST: VALNI,KATOL ROAD, NAGPUR 441 501"
510,MAHARASHTRA,LATUR,MAHARASHTRA EDUCATION SOCIETY'S MAHARASHTRA UDAYAGIRI ENGINEERING COLLEGE,"NANDED ROAD, SOMNATHPUR UDGIR-413517 DIST -LATUR MAHARASHTRA INDIA"
511,MAHARASHTRA,SANGLI,NANASAHEB MAHADIK COLLEGE OF ENGINEERING,"GAT NO-894,2665 A/P PETH NAKA"
512,MAHARASHTRA,PUNE,K J COLLEGE OF ENGINEERING & MANAGEMENT RESEARCH,"SURVEY NO. 25&27 , PISOLI, NEAR BAPDEO GHAT,POST- YEWALEWADI TAL : HAVELI DIST : PUNE -411048"
513,MAHARASHTRA,NAGPUR,GURU NANAK INSTITUTE OF TECHNOLOGY,"KHASARA NO. 94, MOUZA DAHEGAON, KALMESHWAR ROAD, NAGPUR"
514,MAHARASHTRA,DHULE,SHRI JAYKUMAR RAWAL INSTITUTE OF TECHNOLOGY,"MANDAL ROAD , DONDIACHA"
515,MAHARASHTRA,PUNE,SAMARTH GROUP OF INSTITUTIONS,"A- BANGARWADI, P-BELHE,TAL- JUNNAR"
516,MAHARASHTRA,PARBHANI,SHRI SHIVAJI INSTITUTE OF ENGINEERING AND MANAGEMENT STUDIES,VASMAT ROAD
517,MAHARASHTRA,NASHIK,MAULANA MUKHTAR AHMAD NADVI TECHNICAL CAMPUS,"MANSOORA, MALEGAON-MANMAD ROAD, P.O.BOX 144,"
518,MAHARASHTRA,PUNE,ANANTRAO PAWAR COLLEGE OF ENGINEERING & RESEARCH,"S.NO. 103 PARVATI RAMANA, SHAHU COLLEGE ROAD, PUNE 411009"
519,MAHARASHTRA,KOLHAPUR,SANT GAJANAN MAHARAJ COLLEGE OF ENGINEERING,"SITE - CHINCHEWADI, TAL- GADHINGLAJ,"
520,MAHARASHTRA,NASHIK,SANGHAVI COLLEGE OF ENGINEERING,"GUT NO.166, VARVANDI, TALUKA: DINDORI DIST.: NASHIK"
521,MAHARASHTRA,NASHIK,SNJBS LATE SAU. KANTABAI BHAVARLALJI JAIN COLLEGE OF ENGINEERING,"NEMINAGAR,JAIN GURUKUL, CHANDWAD"
522,MAHARASHTRA,BULDHANA,"MAULI GROUP OF INSTITUTIONS, COLLEGE OF ENGINEERING AND TECHNOLOGY","KHAMGAON ROAD, SHEGAON"
523,MAHARASHTRA,NASHIK,BRAHMA VALLEY COLLEGE OF ENGINEERING AND REASERACH INSTITUTE,"BRAHMA VALLEY CAMPUS,ANJANERI, TRIMBAKESHWAR."
524,MAHARASHTRA,NAGPUR,V M INSTITUTE OF ENGINEERING & TECHNOLOGY,"WARDHA ROAD (NH-7), NEAR DONGARGOAN NAGPUR"
525,MAHARASHTRA,AURANGABAD,P.E.S. COLLEGE OF ENGINEERING,"UNIVERSITY ROAD, NEAR PANCHAKKI, NAGSENVANA,"
526,MAHARASHTRA,BULDHANA,SIDDHIVINAYAK TECHNICAL CAMPUS,"GAT NO.133,134,140 SHEGAON-KHAMGAON ROAD, SHIRA"
527,MAHARASHTRA,YAVATMAL,JAGADAMBHA COLLEGE OF ENGG & TECHNOLOGY,"SURVEY NO:167/1,167/2, 163 ARNI ROAD,KINHI YAVATMAL-445001"
528,MAHARASHTRA,NASHIK,SHATABDI INSTITUTE OF ENGINEERING & RESEARCH,"AT POST : AGASKHIND, VIA : DEOLALI CAMP-BHAGUR, TAL. SINNAR, DIST : NASHIK PIN : 422 502"
529,MAHARASHTRA,NASHIK,SIR VISVESVARAYA INSTITUTE OF TECHNOLOGY,"A/P: CHINCHOLI, TALUKA: SINNAR, DIST: NASHIK, MAHARASHTRA 422101"
530,MAHARASHTRA,WARDHA,"OM COLLEGE OF ENGINEERING , WARDHA","NEAR LOYDS STEEL INDUSTRIES LTD. HINGANGHAT ROAD , INZAPUR, WARDHA"
531,MAHARASHTRA,NAGPUR,ANJUMAN COLLEGE OF ENGINEERING & TECHNOLOGY,"MANGALWARI BAZAR,SADAR, NAGPUR"
532,MAHARASHTRA,SINDHUDURG,METROPOLITAN INSTITUTE OF TECHNOLOGY AND MANAGEMENT,"Village Sukhalwad, Near Sindhudurg Railway Station, Malvan, Sindhudurg, Oras, Maharashtra 416534"
533,MAHARASHTRA,PUNE,SINHGAD COLLEGE OF ENGINEERING," S. No. 44/1, Vadgaon Budruk, Off. Sinhgad Road, Pune, Maharashtra 411041"
534,MAHARASHTRA,NAGPUR,PRIYADARSHINI INDIRA GANDHI COLLEGE OF ENGINEERING,"Priyadarshini Campus, Near CRPF campus, Hingna Road, Nagpur, Maharashtra 440019"
535,MAHARASHTRA,SOLAPUR,SHRIRAM INSTITUTE OF ENGINEERING AND TECHNOLOGY CENTRE,"AT/P-PANIV, TAL-MALSHIRAS, DIST-SOLAPUR, STATE- MAHARASHTRA"
536,MAHARASHTRA,LATUR,VILASRAO DESHMUKH FOUNDATION GROUP OF INSTITUTIONS,"PLOT NO.165A,ADDITIONAL MIDC, NEAR TO MANJARA SUGAR,BARSHI ROAD,LATUR."
537,MAHARASHTRA,PUNE,MIT ACADEMY OF ENGINEERING,"ALANDI(D),TAL-KHED,DIST-PUNE"
538,MAHARASHTRA,WASHIM,SANMATI ENGINEERING COLLEGE,SURVEY NO. 40 WASHIM-MALEGAON ROAD AT. PO. SAWARGAON BARDE
539,MAHARASHTRA,KOLHAPUR,D.K.T.E. SOCIETY'S TEXTILE & ENGINEERING INSTITUTE,"""RAJWADA"" POST BOX NO. 130"
540,MAHARASHTRA,THANE,UNIVERSAL COLLEGE OF ENGINEERING,"KAMAN BHIWANDI ROAD, S.N. 146(PART), KAMAN"
541,MAHARASHTRA,NANDED,"M.G.M'S COLLEGE OF ENGINEERING ,NANDED","NEAR AIRPORT,HINGOLI,ROAD,NANDED-431 605"
542,MAHARASHTRA,PUNE,"COLLEGE OF ENGINEERING, PUNE","WELLESLY ROAD, SHIVAJINAGAR, PUNE"
543,MAHARASHTRA,PUNE,"VIDYA PRASARINI SABHA'S COLLEGE OF ENGINEERING & TECHNOLOGY, LONAVALA","GAT NO. 685, MOUJE - VAKSAI, TAH.- MAVAL, DIST.- PUNE"
544,MAHARASHTRA,NASHIK,K.V.N. NAIK S. P. SANSTHA'S LOKNETE GOPINATHJI MUNDE INSTITUTE OF ENGINEERING EDUCATION & RESEARCH,"KRANTIVEER VASANTRAO NAIK MARG,CANADA CORNER,NASHIK-422002"
545,MAHARASHTRA,PUNE,MAHARSHI KARVE STREE SHIKSHAN SAMSTHA'S CUMMINS COLLEGE OF ENGINEERING FOR WOMEN,"KARVENAGAR, PUNE 411 052"
546,MAHARASHTRA,YAVATMAL,JAWAHARLAL DARDA INSTITUTE OF ENGINEERING & TECHNOLOGY,"M.I.D.C., LOHARA, YAVATMAL-445001."
547,MAHARASHTRA,NAGPUR,SMT.RAJSHREE MULAK COLLEGE OF ENGINEERING FOR WOMEN,"GREAT NAG ROAD, NANDANVAN, NAGPUR-440009"
